,link,title,year,country,genre,rating,director
863,https://www.ivi.ru//watch/t-34-televersiya,Т-34. Полная версия,2020,Россия,Военные,8.7,Алексей Сидоров
864,https://www.ivi.ru//watch/214951,Бабушка легкого поведения 2,2019,Россия,Комедии,7.9,Марюс Вайсберг
865,https://www.ivi.ru//watch/po-lyubvi,По любви,2025,Россия,Комедии,7.7,Борис Милованов
866,https://www.ivi.ru//watch/domovenok-kuzya,Домовёнок Кузя,2024,Россия,Комедии,8.2,Виктор Лакисов
867,https://www.ivi.ru//watch/postuchis-v-moyu-tver,Постучись в мою Тверь,2025,Россия,Комедии,7.9,Симон Багдасарян
868,https://www.ivi.ru//watch/bratya-2024,Братья,2024,Россия,Комедии,6.7,Марк Горобец
869,https://www.ivi.ru//watch/157373,Сдается дом со всеми неудобствами,2016,Россия,Комедии,6.7,Вера Сторожева
870,https://www.ivi.ru//watch/papu-mame-zaverni,Папу маме заверни,2024,Россия,Комедии,7.3,Иван Архипов
871,https://www.ivi.ru//watch/181435,Одноклассницы: Новый поворот,2017,Россия,Комедии,7.2,Дмитрий Суворов
872,https://www.ivi.ru//watch/519572,Праздники,2023,Россия,Комедии,8.0,Борис Дергачев
873,https://www.ivi.ru//watch/540613,Схватка,2024,Россия,Боевики,7.6,Дмитрий Клепацкий
874,https://www.ivi.ru//watch/151070,Проверка на любовь,2013,Россия,Мелодрамы,7.2,Игорь Войтулевич
875,https://www.ivi.ru//watch/krasotka,Красотка,2013,Россия,Мелодрамы,7.4,Дмитрий Петрунь
876,https://www.ivi.ru//watch/zyat,Зять,2024,Россия,Комедии,7.4,Анарио Мамедов
877,https://www.ivi.ru//watch/227695,Спасите Колю!,2021,Россия,Комедии,7.3,Дмитрий Губарев
